Nome;Telefone_E164;Telefone_Formatado;DDD;Lead_Quente;Conversa_Direta_1a1;Msgs_Trocadas;Msgs_Enviadas_Loja;Msgs_Recebidas_Cliente;Ultima_Conversa;Salvo_Na_Agenda;Segmento;Nicho_TI;Nome_Agenda;Nome_Perfil_WhatsApp
"Gabi | DY Fashion";"5524992887805";"(24) 99288-7805";"24";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Gabi | DY Fashion";""
"Hellen Desirrê Comercial";"553799435827";"(37) 9943-5827";"37";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Hellen Desirrê Comercial";""
"Help Epilacão";"556196405774";"(61) 9640-5774";"61";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Help Epilacão";""
"Hotel Rieger";"554797771779";"(47) 9777-1779";"47";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Hotel Rieger";""
"Imobiliária Roberta Imóveis";"5521986337011";"(21) 98633-7011";"21";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Imobiliária Roberta Imóveis";""
"Inga Cup indústria de copos";"554431234300";"(44) 3123-4300";"44";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Inga Cup indústria de copos";""
"Instituto Dr. Anderson Lima - Cuidado Além da Pele";"558188012772";"(81) 8801-2772";"81";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Instituto Dr. Anderson Lima - Cuidado Além da Pele";""
"Isabela Marzano | Especialista em Energia Energia Solar";"553171794675";"(31) 7179-4675";"31";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Isabela Marzano | Especialista em Energia Energia Solar";""
"Ivo Cardoso ImobMaxx";"556193188033";"(61) 9318-8033";"61";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Ivo Cardoso ImobMaxx";""
"Jcs Jr advogados";"554188149739";"(41) 8814-9739";"41";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Jcs Jr advogados";""
"Jeferson Eletrobidu";"553190814425";"(31) 9081-4425";"31";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Jeferson Eletrobidu";""
"Jeferson Queijaria Ramos";"5587920002017";"(87) 92000-2017";"87";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Jeferson Queijaria Ramos";""
"João Baptista | Estrategista Financeiro & Mentor";"5522999180292";"(22) 99918-0292";"22";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"João Baptista | Estrategista Financeiro & Mentor";""
"John's Beer";"554195176688";"(41) 9517-6688";"41";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"John's Beer";""
"Juan | Marketing Athlos Fit";"5521920186540";"(21) 92018-6540";"21";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Juan | Marketing Athlos Fit";""
"Julio Santos Fotografia";"5521976049921";"(21) 97604-9921";"21";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Julio Santos Fotografia";""
"LASERFICANDO  Lydyane Leal";"556392776068";"(63) 9277-6068";"63";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"LASERFICANDO  Lydyane Leal";""
"Lb Finanças";"556294607073";"(62) 9460-7073";"62";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Lb Finanças";""
"Lorena Mattos - Medicina Felina";"554188029986";"(41) 8802-9986";"41";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Lorena Mattos - Medicina Felina";""
"Lourdes Baquet Decoração e paisagismo";"554188906313";"(41) 8890-6313";"41";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Lourdes Baquet Decoração e paisagismo";""
"Ls Manutenção de Eletrodomésticos";"557183920233";"(71) 8392-0233";"71";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Ls Manutenção de Eletrodomésticos";""
"Ls Store";"555196494590";"(51) 9649-4590";"51";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Ls Store";""
"Lucas Martins Fisioterapeuta";"5517982066398";"(17) 98206-6398";"17";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Lucas Martins Fisioterapeuta";""
"Lucas/ Vander Prestadora De Serviços";"554196856866";"(41) 9685-6866";"41";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Lucas/ Vander Prestadora De Serviços";""
"LUNARIE PERFUMES";"556599131716";"(65) 9913-1716";"65";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"LUNARIE PERFUMES";""
"Maiquel Scalon Machado - Engenheiro Mecânico";"555499897293";"(54) 9989-7293";"54";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Maiquel Scalon Machado - Engenheiro Mecânico";""
"Mar&Luz Store";"5524992927636";"(24) 99292-7636";"24";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Mar&Luz Store";""
"Marcelo Blazius Corretor";"554896836803";"(48) 9683-6803";"48";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Marcelo Blazius Corretor";""
"Mario Duarte | Agencia Make";"555584770976";"(55) 8477-0976";"55";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Mario Duarte | Agencia Make";""
"Matheus Representante Comercial";"553199851381";"(31) 9985-1381";"31";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Matheus Representante Comercial";""
"Morada Móveis - Rota Moveleira";"554736347600";"(47) 3634-7600";"47";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Morada Móveis - Rota Moveleira";""
"MR Material de Construção.";"557998674912";"(79) 9867-4912";"79";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"MR Material de Construção.";""
"Pedro Carlos - Consultor EletroBidu Energia Solar";"553197018554";"(31) 9701-8554";"31";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Pedro Carlos - Consultor EletroBidu Energia Solar";""
"Radiante Moda praia";"5521990694850";"(21) 99069-4850";"21";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Radiante Moda praia";""
"Rapport Tecnologia";"558585205490";"(85) 8520-5490";"85";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Rapport Tecnologia";""
"Renascer Moda";"556286057774";"(62) 8605-7774";"62";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Renascer Moda";""
"Reservas Monan Boutique Hotel";"558293248436";"(82) 9324-8436";"82";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Reservas Monan Boutique Hotel";""
"Riquel E Albuquerque Engenharia";"5521981260393";"(21) 98126-0393";"21";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Riquel E Albuquerque Engenharia";""
"SC STORE";"556993537600";"(69) 9353-7600";"69";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"SC STORE";""
"serviços eletrônicos evhe";"555591011531";"(55) 9101-1531";"55";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"serviços eletrônicos evhe";""
"Setor financeiro";"554792698232";"(47) 9269-8232";"47";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Setor financeiro";""
"Seven7 Digital";"554187845625";"(41) 8784-5625";"41";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Seven7 Digital";""
"Sophia | Runway Digital";"554892227030";"(48) 9222-7030";"48";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Sophia | Runway Digital";""
"Strass Comercial";"554797834473";"(47) 9783-4473";"47";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Strass Comercial";""
"Studio PC3D";"553399623805";"(33) 9962-3805";"33";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Studio PC3D";""
"Studio Xavier Barber Shop";"556293882758";"(62) 9388-2758";"62";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Studio Xavier Barber Shop";""
"Vanessa Gomes - Personal / Consultoria";"559198323620";"(91) 9832-3620";"91";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Vanessa Gomes - Personal / Consultoria";""
"Vinicius Carros Auto Center";"554998043981";"(49) 9804-3981";"49";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Vinicius Carros Auto Center";""
